Date,Day,Setup - Ready Time,Start - End Time,Facility/Equipment/Instructor,Permit#,Attend/Qty
"Mar 27, 2024",Wednesday,,07:00 PM - 09:00 PM,Lower Woodland Playfield Ballfield 01,R153183,1
"Mar 28, 2024",Thursday,,07:00 PM - 09:00 PM,Lower Woodland Playfield Ballfield 01,R153183,1
"Mar 29, 2024",Friday,,07:00 PM - 09:00 PM,Lower Woodland Playfield Ballfield 01,R153183,1
"Mar 30, 2024",Saturday,,09:00 AM - 03:30 PM,Lower Woodland Playfield Ballfield 01,R153183,1
"Apr 1, 2024",Monday,,07:00 PM - 09:00 PM,Lower Woodland Playfield Ballfield 01,R153183,1
"Apr 2, 2024",Tuesday,,07:00 PM - 09:00 PM,Lower Woodland Playfield Ballfield 01,R153183,1
"Apr 3, 2024",Wednesday,,07:00 PM - 09:00 PM,Lower Woodland Playfield Ballfield 01,R153183,1
"Apr 4, 2024",Thursday,,07:00 PM - 09:00 PM,Lower Woodland Playfield Ballfield 01,R153183,1
"Apr 5, 2024",Friday,,07:00 PM - 09:00 PM,Lower Woodland Playfield Ballfield 01,R153183,1
"Apr 6, 2024",Saturday,,09:00 AM - 03:30 PM,Lower Woodland Playfield Ballfield 01,R153184,1
"Apr 6, 2024",Saturday,,06:00 PM - 08:00 PM,Loyal Heights Playfield Ballfield 01,R153183,1
"Apr 8, 2024",Monday,,07:00 PM - 09:00 PM,Lower Woodland Playfield Ballfield 01,R153183,1
"Apr 9, 2024",Tuesday,,07:00 PM - 09:00 PM,Lower Woodland Playfield Ballfield 01,R153184,1
"Apr 10, 2024",Wednesday,,07:00 PM - 09:00 PM,Lower Woodland Playfield Ballfield 01,R153183,1
"Apr 11, 2024",Thursday,,07:00 PM - 09:00 PM,Lower Woodland Playfield Ballfield 01,R153183,1
"Apr 12, 2024",Friday,,07:00 PM - 09:00 PM,Lower Woodland Playfield Ballfield 01,R153183,1
"Apr 13, 2024",Saturday,,09:00 AM - 03:30 PM,Lower Woodland Playfield Ballfield 01,R153184,1
"Apr 15, 2024",Monday,,07:00 PM - 09:00 PM,Lower Woodland Playfield Ballfield 01,R153183,1
"Apr 16, 2024",Tuesday,,07:00 PM - 09:00 PM,Lower Woodland Playfield Ballfield 01,R153184,1
"Apr 17, 2024",Wednesday,,07:00 PM - 09:00 PM,Lower Woodland Playfield Ballfield 01,R153183,1
"Apr 18, 2024",Thursday,,07:00 PM - 09:00 PM,Lower Woodland Playfield Ballfield 01,R153183,1
"Apr 20, 2024",Saturday,,09:00 AM - 05:00 PM,Lower Woodland Playfield Ballfield 01,R153184,1
"Apr 21, 2024",Sunday,,11:00 AM - 04:00 PM,Lower Woodland Playfield Ballfield 01,R153184,1
"Apr 22, 2024",Monday,,07:00 PM - 08:00 PM,Lower Woodland Playfield Ballfield 01,R153184,1
"Apr 23, 2024",Tuesday,,07:00 PM - 09:00 PM,Lower Woodland Playfield Ballfield 01,R153184,1
"Apr 24, 2024",Wednesday,,07:00 PM - 08:15 PM,Lower Woodland Playfield Ballfield 01,R153184,1
"Apr 25, 2024",Thursday,,07:00 PM - 09:00 PM,Lower Woodland Playfield Ballfield 01,R153184,1
"Apr 26, 2024",Friday,,07:00 PM - 09:00 PM,Lower Woodland Playfield Ballfield 01,R153183,1
"Apr 27, 2024",Saturday,,09:00 AM - 05:00 PM,Lower Woodland Playfield Ballfield 01,R153184,1
"Apr 28, 2024",Sunday,,06:00 PM - 07:45 PM,Whitman Middle School Baseball,R153184,1
"Apr 29, 2024",Monday,,06:30 PM - 08:15 PM,Lower Woodland Playfield Ballfield 01,R153184,1
"Apr 30, 2024",Tuesday,,06:30 PM - 08:15 PM,Lower Woodland Playfield Ballfield 01,R153184,1
"May 1, 2024",Wednesday,,05:45 PM - 08:30 PM,Lower Woodland Playfield Ballfield 01,R153184,1
"May 2, 2024",Thursday,,05:45 PM - 09:00 PM,Lower Woodland Playfield Ballfield 01,R153184,1
"May 3, 2024",Friday,,05:45 PM - 07:00 PM,Lower Woodland Playfield Ballfield 01,R153184,1
"May 3, 2024",Friday,,06:45 PM - 08:30 PM,Whitman Middle School Baseball,R153183,1
"May 4, 2024",Saturday,,09:00 AM - 04:00 PM,Lower Woodland Playfield Ballfield 01,R153184,1
"May 4, 2024",Saturday,,06:00 PM - 08:30 PM,Whitman Middle School Baseball,R153184,1
"May 6, 2024",Monday,,05:45 PM - 08:15 PM,Lower Woodland Playfield Ballfield 01,R153184,1
"May 7, 2024",Tuesday,,05:45 PM - 09:00 PM,Lower Woodland Playfield Ballfield 01,R153184,1
"May 8, 2024",Wednesday,,05:45 PM - 08:15 PM,Lower Woodland Playfield Ballfield 01,R153184,1
"May 9, 2024",Thursday,,05:45 PM - 09:00 PM,Lower Woodland Playfield Ballfield 01,R153184,1
"May 10, 2024",Friday,,06:00 PM - 09:45 PM,Loyal Heights Playfield Ballfield 01,R153184,1
"May 10, 2024",Friday,,06:45 PM - 08:45 PM,Whitman Middle School Baseball,R153184,1
"May 11, 2024",Saturday,,09:00 AM - 11:30 AM,Lower Woodland Playfield Ballfield 01,R153184,1
"May 11, 2024",Saturday,,11:30 AM - 05:00 PM,Lower Woodland Playfield Ballfield 01,R153184,1
"May 12, 2024",Sunday,,09:00 AM - 12:00 PM,Eagle Staff Middle School Baseball Field,R153177,1
"May 12, 2024",Sunday,,11:30 AM - 04:30 PM,Lower Woodland Playfield Ballfield 01,R153184,1
"May 13, 2024",Monday,,05:45 PM - 08:00 PM,Lower Woodland Playfield Ballfield 01,R153184,1
"May 14, 2024",Tuesday,,05:45 PM - 09:00 PM,Lower Woodland Playfield Ballfield 01,R153184,1
"May 15, 2024",Wednesday,,05:45 PM - 09:15 PM,Lower Woodland Playfield Ballfield 01,R153184,1
"May 16, 2024",Thursday,,05:45 PM - 07:00 PM,Lower Woodland Playfield Ballfield 01,R153184,1
"May 19, 2024",Sunday,,06:00 PM - 07:00 PM,Eagle Staff Middle School Baseball Field,R153184,1
"May 19, 2024",Sunday,,02:30 PM - 08:00 PM,Whitman Middle School Baseball,R153184,1
"May 20, 2024",Monday,,05:45 PM - 08:00 PM,Lower Woodland Playfield Ballfield 01,R153184,1
"May 21, 2024",Tuesday,,05:45 PM - 09:00 PM,Lower Woodland Playfield Ballfield 01,R153184,1
"May 23, 2024",Thursday,,05:45 PM - 08:45 PM,Lower Woodland Playfield Ballfield 01,R153184,1
"May 24, 2024",Friday,,05:45 PM - 08:00 PM,Lower Woodland Playfield Ballfield 01,R153184,1
"May 25, 2024",Saturday,,09:00 AM - 05:00 PM,Lower Woodland Playfield Ballfield 01,R153184,1
"May 26, 2024",Sunday,,07:00 PM - 08:00 PM,Eagle Staff Middle School Baseball Field,R153184,1
"May 27, 2024",Monday,,05:45 PM - 09:00 PM,Lower Woodland Playfield Ballfield 01,R153183,1
"May 28, 2024",Tuesday,,05:45 PM - 09:00 PM,Lower Woodland Playfield Ballfield 01,R153183,1
